ca.rmen.android.networkmonitor - Crashes by Android Version for 2017-03-15 - 2019-02-24
,,Metric,Crashes,Notes
,,Dimension,All Android versions
2017-03-15 - 2019-02-24,2017-09-18,,1
2017-03-15 - 2019-02-24,2017-09-19,,7
2017-03-15 - 2019-02-24,2017-09-20,,2
2017-03-15 - 2019-02-24,2017-09-21,,18
2017-03-15 - 2019-02-24,2017-09-22,,1
2017-03-15 - 2019-02-24,2017-09-23,,-
2017-03-15 - 2019-02-24,2017-09-24,,-
2017-03-15 - 2019-02-24,2017-09-25,,1
2017-03-15 - 2019-02-24,2017-09-26,,5
2017-03-15 - 2019-02-24,2017-09-27,,2
2017-03-15 - 2019-02-24,2017-09-28,,1
2017-03-15 - 2019-02-24,2017-09-29,,2
2017-03-15 - 2019-02-24,2017-09-30,,-
2017-03-15 - 2019-02-24,2017-10-01,,1
2017-03-15 - 2019-02-24,2017-10-02,,1
2017-03-15 - 2019-02-24,2017-10-03,,-
2017-03-15 - 2019-02-24,2017-10-04,,1
2017-03-15 - 2019-02-24,2017-10-05,,-
2017-03-15 - 2019-02-24,2017-10-06,,-
2017-03-15 - 2019-02-24,2017-10-07,,1
2017-03-15 - 2019-02-24,2017-10-08,,-
2017-03-15 - 2019-02-24,2017-10-09,,-
2017-03-15 - 2019-02-24,2017-10-10,,-
2017-03-15 - 2019-02-24,2017-10-11,,-
2017-03-15 - 2019-02-24,2017-10-12,,-
2017-03-15 - 2019-02-24,2017-10-13,,-
2017-03-15 - 2019-02-24,2017-10-14,,3
2017-03-15 - 2019-02-24,2017-10-15,,-
2017-03-15 - 2019-02-24,2017-10-16,,-
2017-03-15 - 2019-02-24,2017-10-17,,4
2017-03-15 - 2019-02-24,2017-10-18,,-
2017-03-15 - 2019-02-24,2017-10-19,,-
2017-03-15 - 2019-02-24,2017-10-20,,2
2017-03-15 - 2019-02-24,2017-10-21,,-
2017-03-15 - 2019-02-24,2017-10-22,,-
2017-03-15 - 2019-02-24,2017-10-23,,1
2017-03-15 - 2019-02-24,2017-10-24,,-
2017-03-15 - 2019-02-24,2017-10-25,,-
2017-03-15 - 2019-02-24,2017-10-26,,-
2017-03-15 - 2019-02-24,2017-10-27,,-
2017-03-15 - 2019-02-24,2017-10-28,,-
2017-03-15 - 2019-02-24,2017-10-29,,-
2017-03-15 - 2019-02-24,2017-10-30,,5
2017-03-15 - 2019-02-24,2017-10-31,,2
2017-03-15 - 2019-02-24,2017-11-01,,2
2017-03-15 - 2019-02-24,2017-11-02,,3
2017-03-15 - 2019-02-24,2017-11-03,,2
2017-03-15 - 2019-02-24,2017-11-04,,-
2017-03-15 - 2019-02-24,2017-11-05,,1
2017-03-15 - 2019-02-24,2017-11-06,,-
2017-03-15 - 2019-02-24,2017-11-07,,-
2017-03-15 - 2019-02-24,2017-11-08,,4
2017-03-15 - 2019-02-24,2017-11-09,,-
2017-03-15 - 2019-02-24,2017-11-10,,-
2017-03-15 - 2019-02-24,2017-11-11,,2
2017-03-15 - 2019-02-24,2017-11-12,,-
2017-03-15 - 2019-02-24,2017-11-13,,2
2017-03-15 - 2019-02-24,2017-11-14,,1
2017-03-15 - 2019-02-24,2017-11-15,,-
2017-03-15 - 2019-02-24,2017-11-16,,3
2017-03-15 - 2019-02-24,2017-11-17,,-
2017-03-15 - 2019-02-24,2017-11-18,,-
2017-03-15 - 2019-02-24,2017-11-19,,-
2017-03-15 - 2019-02-24,2017-11-20,,-,Rollout of release - Started rollout of 1.30.0 at 50%
2017-03-15 - 2019-02-24,2017-11-21,,3
2017-03-15 - 2019-02-24,2017-11-22,,-
2017-03-15 - 2019-02-24,2017-11-23,,-
2017-03-15 - 2019-02-24,2017-11-24,,2
2017-03-15 - 2019-02-24,2017-11-25,,-,Rollout of release - Increased rollout of 1.30.0 to 100%
2017-03-15 - 2019-02-24,2017-11-26,,-
2017-03-15 - 2019-02-24,2017-11-27,,1
2017-03-15 - 2019-02-24,2017-11-28,,1
2017-03-15 - 2019-02-24,2017-11-29,,2
2017-03-15 - 2019-02-24,2017-11-30,,-
2017-03-15 - 2019-02-24,2017-12-01,,2
2017-03-15 - 2019-02-24,2017-12-02,,-
2017-03-15 - 2019-02-24,2017-12-03,,-
2017-03-15 - 2019-02-24,2017-12-04,,-
2017-03-15 - 2019-02-24,2017-12-05,,-
2017-03-15 - 2019-02-24,2017-12-06,,-
2017-03-15 - 2019-02-24,2017-12-07,,1
2017-03-15 - 2019-02-24,2017-12-08,,-
2017-03-15 - 2019-02-24,2017-12-09,,-
2017-03-15 - 2019-02-24,2017-12-10,,1
2017-03-15 - 2019-02-24,2017-12-11,,1
2017-03-15 - 2019-02-24,2017-12-12,,7
2017-03-15 - 2019-02-24,2017-12-13,,1
2017-03-15 - 2019-02-24,2017-12-14,,1
2017-03-15 - 2019-02-24,2017-12-15,,-
2017-03-15 - 2019-02-24,2017-12-16,,-
2017-03-15 - 2019-02-24,2017-12-17,,-
2017-03-15 - 2019-02-24,2017-12-18,,2
2017-03-15 - 2019-02-24,2017-12-19,,-
2017-03-15 - 2019-02-24,2017-12-20,,-
2017-03-15 - 2019-02-24,2017-12-21,,8
2017-03-15 - 2019-02-24,2017-12-22,,1
2017-03-15 - 2019-02-24,2017-12-23,,-
2017-03-15 - 2019-02-24,2017-12-24,,-
2017-03-15 - 2019-02-24,2017-12-25,,1
2017-03-15 - 2019-02-24,2017-12-26,,-
2017-03-15 - 2019-02-24,2017-12-27,,-
2017-03-15 - 2019-02-24,2017-12-28,,1
2017-03-15 - 2019-02-24,2017-12-29,,1
2017-03-15 - 2019-02-24,2017-12-30,,1
2017-03-15 - 2019-02-24,2017-12-31,,-
2017-03-15 - 2019-02-24,2018-01-01,,-
2017-03-15 - 2019-02-24,2018-01-02,,1
2017-03-15 - 2019-02-24,2018-01-03,,7
2017-03-15 - 2019-02-24,2018-01-04,,4
2017-03-15 - 2019-02-24,2018-01-05,,-
2017-03-15 - 2019-02-24,2018-01-06,,-
2017-03-15 - 2019-02-24,2018-01-07,,-
2017-03-15 - 2019-02-24,2018-01-08,,-
2017-03-15 - 2019-02-24,2018-01-09,,2
2017-03-15 - 2019-02-24,2018-01-10,,-
2017-03-15 - 2019-02-24,2018-01-11,,-
2017-03-15 - 2019-02-24,2018-01-12,,1
2017-03-15 - 2019-02-24,2018-01-13,,-
2017-03-15 - 2019-02-24,2018-01-14,,11
2017-03-15 - 2019-02-24,2018-01-15,,-
2017-03-15 - 2019-02-24,2018-01-16,,-
2017-03-15 - 2019-02-24,2018-01-17,,-
2017-03-15 - 2019-02-24,2018-01-18,,-
2017-03-15 - 2019-02-24,2018-01-19,,-
2017-03-15 - 2019-02-24,2018-01-20,,2
2017-03-15 - 2019-02-24,2018-01-21,,-
2017-03-15 - 2019-02-24,2018-01-22,,-
2017-03-15 - 2019-02-24,2018-01-23,,-
2017-03-15 - 2019-02-24,2018-01-24,,-
2017-03-15 - 2019-02-24,2018-01-25,,-
2017-03-15 - 2019-02-24,2018-01-26,,1
2017-03-15 - 2019-02-24,2018-01-27,,2
2017-03-15 - 2019-02-24,2018-01-28,,1
2017-03-15 - 2019-02-24,2018-01-29,,-
2017-03-15 - 2019-02-24,2018-01-30,,2
2017-03-15 - 2019-02-24,2018-01-31,,2
2017-03-15 - 2019-02-24,2018-02-01,,1
2017-03-15 - 2019-02-24,2018-02-02,,4
2017-03-15 - 2019-02-24,2018-02-03,,2
2017-03-15 - 2019-02-24,2018-02-04,,-
2017-03-15 - 2019-02-24,2018-02-05,,2
2017-03-15 - 2019-02-24,2018-02-06,,-
2017-03-15 - 2019-02-24,2018-02-07,,1
2017-03-15 - 2019-02-24,2018-02-08,,2
2017-03-15 - 2019-02-24,2018-02-09,,5
2017-03-15 - 2019-02-24,2018-02-10,,4
2017-03-15 - 2019-02-24,2018-02-11,,-
2017-03-15 - 2019-02-24,2018-02-12,,-
2017-03-15 - 2019-02-24,2018-02-13,,-
2017-03-15 - 2019-02-24,2018-02-14,,-
2017-03-15 - 2019-02-24,2018-02-15,,-
2017-03-15 - 2019-02-24,2018-02-16,,-
2017-03-15 - 2019-02-24,2018-02-17,,-
2017-03-15 - 2019-02-24,2018-02-18,,1
2017-03-15 - 2019-02-24,2018-02-19,,1
2017-03-15 - 2019-02-24,2018-02-20,,57
2017-03-15 - 2019-02-24,2018-02-21,,1
2017-03-15 - 2019-02-24,2018-02-22,,-
2017-03-15 - 2019-02-24,2018-02-23,,-
2017-03-15 - 2019-02-24,2018-02-24,,-
2017-03-15 - 2019-02-24,2018-02-25,,2
2017-03-15 - 2019-02-24,2018-02-26,,4
2017-03-15 - 2019-02-24,2018-02-27,,2
2017-03-15 - 2019-02-24,2018-02-28,,4
2017-03-15 - 2019-02-24,2018-03-01,,1
2017-03-15 - 2019-02-24,2018-03-02,,-
2017-03-15 - 2019-02-24,2018-03-03,,2
2017-03-15 - 2019-02-24,2018-03-04,,-
2017-03-15 - 2019-02-24,2018-03-05,,-
2017-03-15 - 2019-02-24,2018-03-06,,-
2017-03-15 - 2019-02-24,2018-03-07,,-
2017-03-15 - 2019-02-24,2018-03-08,,-
2017-03-15 - 2019-02-24,2018-03-09,,-
2017-03-15 - 2019-02-24,2018-03-10,,1
2017-03-15 - 2019-02-24,2018-03-11,,-
2017-03-15 - 2019-02-24,2018-03-12,,-
2017-03-15 - 2019-02-24,2018-03-13,,-
2017-03-15 - 2019-02-24,2018-03-14,,-
2017-03-15 - 2019-02-24,2018-03-15,,2
2017-03-15 - 2019-02-24,2018-03-16,,-
2017-03-15 - 2019-02-24,2018-03-17,,-
2017-03-15 - 2019-02-24,2018-03-18,,1
2017-03-15 - 2019-02-24,2018-03-19,,3,Metric update - NOTE: Total crashes may be under-reported
2017-03-15 - 2019-02-24,2018-03-20,,-
2017-03-15 - 2019-02-24,2018-03-21,,-
2017-03-15 - 2019-02-24,2018-03-22,,-
2017-03-15 - 2019-02-24,2018-03-23,,2
2017-03-15 - 2019-02-24,2018-03-24,,4
2017-03-15 - 2019-02-24,2018-03-25,,-
2017-03-15 - 2019-02-24,2018-03-26,,1
2017-03-15 - 2019-02-24,2018-03-27,,-
2017-03-15 - 2019-02-24,2018-03-28,,-
2017-03-15 - 2019-02-24,2018-03-29,,2
2017-03-15 - 2019-02-24,2018-03-30,,-
2017-03-15 - 2019-02-24,2018-03-31,,-
2017-03-15 - 2019-02-24,2018-04-01,,-
2017-03-15 - 2019-02-24,2018-04-02,,-
2017-03-15 - 2019-02-24,2018-04-03,,-
2017-03-15 - 2019-02-24,2018-04-04,,-
2017-03-15 - 2019-02-24,2018-04-05,,1
2017-03-15 - 2019-02-24,2018-04-06,,-
2017-03-15 - 2019-02-24,2018-04-07,,-
2017-03-15 - 2019-02-24,2018-04-08,,-
2017-03-15 - 2019-02-24,2018-04-09,,-
2017-03-15 - 2019-02-24,2018-04-10,,-
2017-03-15 - 2019-02-24,2018-04-11,,-
2017-03-15 - 2019-02-24,2018-04-12,,-
2017-03-15 - 2019-02-24,2018-04-13,,1
2017-03-15 - 2019-02-24,2018-04-14,,1
2017-03-15 - 2019-02-24,2018-04-15,,-
2017-03-15 - 2019-02-24,2018-04-16,,-
2017-03-15 - 2019-02-24,2018-04-17,,1
2017-03-15 - 2019-02-24,2018-04-18,,1
2017-03-15 - 2019-02-24,2018-04-19,,1
2017-03-15 - 2019-02-24,2018-04-20,,-
2017-03-15 - 2019-02-24,2018-04-21,,-
2017-03-15 - 2019-02-24,2018-04-22,,-
2017-03-15 - 2019-02-24,2018-04-23,,-
2017-03-15 - 2019-02-24,2018-04-24,,-
2017-03-15 - 2019-02-24,2018-04-25,,1
2017-03-15 - 2019-02-24,2018-04-26,,-
2017-03-15 - 2019-02-24,2018-04-27,,-
2017-03-15 - 2019-02-24,2018-04-28,,3
2017-03-15 - 2019-02-24,2018-04-29,,-
2017-03-15 - 2019-02-24,2018-04-30,,2
2017-03-15 - 2019-02-24,2018-05-01,,-
2017-03-15 - 2019-02-24,2018-05-02,,-
2017-03-15 - 2019-02-24,2018-05-03,,-
2017-03-15 - 2019-02-24,2018-05-04,,3
2017-03-15 - 2019-02-24,2018-05-05,,-
2017-03-15 - 2019-02-24,2018-05-06,,7
2017-03-15 - 2019-02-24,2018-05-07,,-
2017-03-15 - 2019-02-24,2018-05-08,,-
2017-03-15 - 2019-02-24,2018-05-09,,-
2017-03-15 - 2019-02-24,2018-05-10,,-
2017-03-15 - 2019-02-24,2018-05-11,,-
2017-03-15 - 2019-02-24,2018-05-12,,1
2017-03-15 - 2019-02-24,2018-05-13,,-
2017-03-15 - 2019-02-24,2018-05-14,,-
2017-03-15 - 2019-02-24,2018-05-15,,-
2017-03-15 - 2019-02-24,2018-05-16,,-
2017-03-15 - 2019-02-24,2018-05-17,,-
2017-03-15 - 2019-02-24,2018-05-18,,-
2017-03-15 - 2019-02-24,2018-05-19,,-
2017-03-15 - 2019-02-24,2018-05-20,,-
2017-03-15 - 2019-02-24,2018-05-21,,1
2017-03-15 - 2019-02-24,2018-05-22,,3
2017-03-15 - 2019-02-24,2018-05-23,,2
2017-03-15 - 2019-02-24,2018-05-24,,-
2017-03-15 - 2019-02-24,2018-05-25,,-
2017-03-15 - 2019-02-24,2018-05-26,,1
2017-03-15 - 2019-02-24,2018-05-27,,-
2017-03-15 - 2019-02-24,2018-05-28,,-
2017-03-15 - 2019-02-24,2018-05-29,,13
2017-03-15 - 2019-02-24,2018-05-30,,1
2017-03-15 - 2019-02-24,2018-05-31,,-
2017-03-15 - 2019-02-24,2018-06-01,,-
2017-03-15 - 2019-02-24,2018-06-02,,-
2017-03-15 - 2019-02-24,2018-06-03,,6
2017-03-15 - 2019-02-24,2018-06-04,,2
2017-03-15 - 2019-02-24,2018-06-05,,-
2017-03-15 - 2019-02-24,2018-06-06,,-
2017-03-15 - 2019-02-24,2018-06-07,,-
2017-03-15 - 2019-02-24,2018-06-08,,1
2017-03-15 - 2019-02-24,2018-06-09,,-
2017-03-15 - 2019-02-24,2018-06-10,,-
2017-03-15 - 2019-02-24,2018-06-11,,-
2017-03-15 - 2019-02-24,2018-06-12,,1
2017-03-15 - 2019-02-24,2018-06-13,,-
2017-03-15 - 2019-02-24,2018-06-14,,3
2017-03-15 - 2019-02-24,2018-06-15,,-
2017-03-15 - 2019-02-24,2018-06-16,,-
2017-03-15 - 2019-02-24,2018-06-17,,-
2017-03-15 - 2019-02-24,2018-06-18,,1
2017-03-15 - 2019-02-24,2018-06-19,,-
2017-03-15 - 2019-02-24,2018-06-20,,-
2017-03-15 - 2019-02-24,2018-06-21,,1
2017-03-15 - 2019-02-24,2018-06-22,,1
2017-03-15 - 2019-02-24,2018-06-23,,1
2017-03-15 - 2019-02-24,2018-06-24,,2
2017-03-15 - 2019-02-24,2018-06-25,,-
2017-03-15 - 2019-02-24,2018-06-26,,1
2017-03-15 - 2019-02-24,2018-06-27,,-
2017-03-15 - 2019-02-24,2018-06-28,,3
2017-03-15 - 2019-02-24,2018-06-29,,1
2017-03-15 - 2019-02-24,2018-06-30,,-
2017-03-15 - 2019-02-24,2018-07-01,,1
2017-03-15 - 2019-02-24,2018-07-02,,1
2017-03-15 - 2019-02-24,2018-07-03,,1
2017-03-15 - 2019-02-24,2018-07-04,,-
2017-03-15 - 2019-02-24,2018-07-05,,-
2017-03-15 - 2019-02-24,2018-07-06,,-
2017-03-15 - 2019-02-24,2018-07-07,,-
2017-03-15 - 2019-02-24,2018-07-08,,1
2017-03-15 - 2019-02-24,2018-07-09,,-
2017-03-15 - 2019-02-24,2018-07-10,,-
2017-03-15 - 2019-02-24,2018-07-11,,1,Rollout of release - Started rollout of 1.30.1 at 34%
2017-03-15 - 2019-02-24,2018-07-12,,4
2017-03-15 - 2019-02-24,2018-07-13,,-
2017-03-15 - 2019-02-24,2018-07-14,,1
2017-03-15 - 2019-02-24,2018-07-15,,-
2017-03-15 - 2019-02-24,2018-07-16,,-
2017-03-15 - 2019-02-24,2018-07-17,,4
2017-03-15 - 2019-02-24,2018-07-18,,3
2017-03-15 - 2019-02-24,2018-07-19,,2
2017-03-15 - 2019-02-24,2018-07-20,,-
2017-03-15 - 2019-02-24,2018-07-21,,-
2017-03-15 - 2019-02-24,2018-07-22,,-
2017-03-15 - 2019-02-24,2018-07-23,,2
2017-03-15 - 2019-02-24,2018-07-24,,-
2017-03-15 - 2019-02-24,2018-07-25,,1
2017-03-15 - 2019-02-24,2018-07-26,,-
2017-03-15 - 2019-02-24,2018-07-27,,-
2017-03-15 - 2019-02-24,2018-07-28,,1
2017-03-15 - 2019-02-24,2018-07-29,,1
2017-03-15 - 2019-02-24,2018-07-30,,-
2017-03-15 - 2019-02-24,2018-07-31,,-
2017-03-15 - 2019-02-24,2018-08-01,,1
2017-03-15 - 2019-02-24,2018-08-02,,-
2017-03-15 - 2019-02-24,2018-08-03,,-
2017-03-15 - 2019-02-24,2018-08-04,,1
2017-03-15 - 2019-02-24,2018-08-05,,-
2017-03-15 - 2019-02-24,2018-08-06,,1
2017-03-15 - 2019-02-24,2018-08-07,,1
2017-03-15 - 2019-02-24,2018-08-08,,1
2017-03-15 - 2019-02-24,2018-08-09,,-
2017-03-15 - 2019-02-24,2018-08-10,,-
2017-03-15 - 2019-02-24,2018-08-11,,2
2017-03-15 - 2019-02-24,2018-08-12,,-
2017-03-15 - 2019-02-24,2018-08-13,,-
2017-03-15 - 2019-02-24,2018-08-14,,-
2017-03-15 - 2019-02-24,2018-08-15,,22
2017-03-15 - 2019-02-24,2018-08-16,,-
2017-03-15 - 2019-02-24,2018-08-17,,1
2017-03-15 - 2019-02-24,2018-08-18,,1
2017-03-15 - 2019-02-24,2018-08-19,,2
2017-03-15 - 2019-02-24,2018-08-20,,3
2017-03-15 - 2019-02-24,2018-08-21,,3
2017-03-15 - 2019-02-24,2018-08-22,,-
2017-03-15 - 2019-02-24,2018-08-23,,2
