ca.rmen.android.networkmonitor - Cumulative average rating by Android Version for 2013-05-26 - 2019-02-24
,,Metric,Cumulative average rating,Notes
,,Dimension,All Android versions
2013-05-26 - 2019-02-24,2014-03-17,,4.53
2013-05-26 - 2019-02-24,2014-03-18,,4.53
2013-05-26 - 2019-02-24,2014-03-19,,4.49
2013-05-26 - 2019-02-24,2014-03-20,,4.49
2013-05-26 - 2019-02-24,2014-03-21,,4.49
2013-05-26 - 2019-02-24,2014-03-22,,4.49
2013-05-26 - 2019-02-24,2014-03-23,,4.49
2013-05-26 - 2019-02-24,2014-03-24,,4.50
2013-05-26 - 2019-02-24,2014-03-25,,4.50
2013-05-26 - 2019-02-24,2014-03-26,,4.50
2013-05-26 - 2019-02-24,2014-03-27,,4.50
2013-05-26 - 2019-02-24,2014-03-28,,4.50
2013-05-26 - 2019-02-24,2014-03-29,,4.50
2013-05-26 - 2019-02-24,2014-03-30,,4.50
2013-05-26 - 2019-02-24,2014-03-31,,4.50
2013-05-26 - 2019-02-24,2014-04-01,,4.50
2013-05-26 - 2019-02-24,2014-04-02,,4.50
2013-05-26 - 2019-02-24,2014-04-03,,4.50
2013-05-26 - 2019-02-24,2014-04-04,,4.50
2013-05-26 - 2019-02-24,2014-04-05,,4.51
2013-05-26 - 2019-02-24,2014-04-06,,4.52
2013-05-26 - 2019-02-24,2014-04-07,,4.52
2013-05-26 - 2019-02-24,2014-04-08,,4.51
2013-05-26 - 2019-02-24,2014-04-09,,4.51
2013-05-26 - 2019-02-24,2014-04-10,,4.52
2013-05-26 - 2019-02-24,2014-04-11,,4.52
2013-05-26 - 2019-02-24,2014-04-12,,4.52
2013-05-26 - 2019-02-24,2014-04-13,,4.52
2013-05-26 - 2019-02-24,2014-04-14,,4.52
2013-05-26 - 2019-02-24,2014-04-15,,4.48
2013-05-26 - 2019-02-24,2014-04-16,,4.48
2013-05-26 - 2019-02-24,2014-04-17,,4.48
2013-05-26 - 2019-02-24,2014-04-18,,4.46
2013-05-26 - 2019-02-24,2014-04-19,,4.46
2013-05-26 - 2019-02-24,2014-04-20,,4.46
2013-05-26 - 2019-02-24,2014-04-21,,4.46
2013-05-26 - 2019-02-24,2014-04-22,,4.47
2013-05-26 - 2019-02-24,2014-04-23,,4.47
2013-05-26 - 2019-02-24,2014-04-24,,4.40
2013-05-26 - 2019-02-24,2014-04-25,,4.40
2013-05-26 - 2019-02-24,2014-04-26,,4.40
2013-05-26 - 2019-02-24,2014-04-27,,4.41
2013-05-26 - 2019-02-24,2014-04-28,,4.41
2013-05-26 - 2019-02-24,2014-04-29,,4.41
2013-05-26 - 2019-02-24,2014-04-30,,4.41
2013-05-26 - 2019-02-24,2014-05-01,,4.41
2013-05-26 - 2019-02-24,2014-05-02,,4.41
2013-05-26 - 2019-02-24,2014-05-03,,4.42
2013-05-26 - 2019-02-24,2014-05-04,,4.42
2013-05-26 - 2019-02-24,2014-05-05,,4.42
2013-05-26 - 2019-02-24,2014-05-06,,4.40
2013-05-26 - 2019-02-24,2014-05-07,,4.40
2013-05-26 - 2019-02-24,2014-05-08,,4.40
2013-05-26 - 2019-02-24,2014-05-09,,4.40
2013-05-26 - 2019-02-24,2014-05-10,,4.40
2013-05-26 - 2019-02-24,2014-05-11,,4.40
2013-05-26 - 2019-02-24,2014-05-12,,4.40
2013-05-26 - 2019-02-24,2014-05-13,,4.40
2013-05-26 - 2019-02-24,2014-05-14,,4.40
2013-05-26 - 2019-02-24,2014-05-15,,4.40
2013-05-26 - 2019-02-24,2014-05-16,,4.35
2013-05-26 - 2019-02-24,2014-05-17,,4.36
2013-05-26 - 2019-02-24,2014-05-18,,4.36
2013-05-26 - 2019-02-24,2014-05-19,,4.36
2013-05-26 - 2019-02-24,2014-05-20,,4.36
2013-05-26 - 2019-02-24,2014-05-21,,4.36
2013-05-26 - 2019-02-24,2014-05-22,,4.36
2013-05-26 - 2019-02-24,2014-05-23,,4.36
2013-05-26 - 2019-02-24,2014-05-24,,4.36
2013-05-26 - 2019-02-24,2014-05-25,,4.37
2013-05-26 - 2019-02-24,2014-05-26,,4.38
2013-05-26 - 2019-02-24,2014-05-27,,4.38
2013-05-26 - 2019-02-24,2014-05-28,,4.38
2013-05-26 - 2019-02-24,2014-05-29,,4.38
2013-05-26 - 2019-02-24,2014-05-30,,4.37
2013-05-26 - 2019-02-24,2014-05-31,,4.37
2013-05-26 - 2019-02-24,2014-06-01,,4.37
2013-05-26 - 2019-02-24,2014-06-02,,4.38
2013-05-26 - 2019-02-24,2014-06-03,,4.38
2013-05-26 - 2019-02-24,2014-06-04,,4.36
2013-05-26 - 2019-02-24,2014-06-05,,4.35
2013-05-26 - 2019-02-24,2014-06-06,,4.33
2013-05-26 - 2019-02-24,2014-06-07,,4.33
2013-05-26 - 2019-02-24,2014-06-08,,4.33
2013-05-26 - 2019-02-24,2014-06-09,,4.33
2013-05-26 - 2019-02-24,2014-06-10,,4.33
2013-05-26 - 2019-02-24,2014-06-11,,4.33
2013-05-26 - 2019-02-24,2014-06-12,,4.33
2013-05-26 - 2019-02-24,2014-06-13,,4.33
2013-05-26 - 2019-02-24,2014-06-14,,4.33
2013-05-26 - 2019-02-24,2014-06-15,,4.32
2013-05-26 - 2019-02-24,2014-06-16,,4.32
2013-05-26 - 2019-02-24,2014-06-17,,4.32
2013-05-26 - 2019-02-24,2014-06-18,,4.32
2013-05-26 - 2019-02-24,2014-06-19,,4.32
2013-05-26 - 2019-02-24,2014-06-20,,4.32
2013-05-26 - 2019-02-24,2014-06-21,,4.33
2013-05-26 - 2019-02-24,2014-06-22,,4.34
2013-05-26 - 2019-02-24,2014-06-23,,4.34
2013-05-26 - 2019-02-24,2014-06-24,,4.34
2013-05-26 - 2019-02-24,2014-06-25,,4.34
2013-05-26 - 2019-02-24,2014-06-26,,4.34
2013-05-26 - 2019-02-24,2014-06-27,,4.34
2013-05-26 - 2019-02-24,2014-06-28,,4.34
2013-05-26 - 2019-02-24,2014-06-29,,4.33
2013-05-26 - 2019-02-24,2014-06-30,,4.34
2013-05-26 - 2019-02-24,2014-07-01,,4.34
2013-05-26 - 2019-02-24,2014-07-02,,4.34
2013-05-26 - 2019-02-24,2014-07-03,,4.34
2013-05-26 - 2019-02-24,2014-07-04,,4.34
2013-05-26 - 2019-02-24,2014-07-05,,4.34
2013-05-26 - 2019-02-24,2014-07-06,,4.34
2013-05-26 - 2019-02-24,2014-07-07,,4.33
2013-05-26 - 2019-02-24,2014-07-08,,4.33
2013-05-26 - 2019-02-24,2014-07-09,,4.33
2013-05-26 - 2019-02-24,2014-07-10,,4.33
2013-05-26 - 2019-02-24,2014-07-11,,4.33
2013-05-26 - 2019-02-24,2014-07-12,,4.33
2013-05-26 - 2019-02-24,2014-07-13,,4.33
2013-05-26 - 2019-02-24,2014-07-14,,4.33
2013-05-26 - 2019-02-24,2014-07-15,,4.33
2013-05-26 - 2019-02-24,2014-07-16,,4.33
2013-05-26 - 2019-02-24,2014-07-17,,4.33
2013-05-26 - 2019-02-24,2014-07-18,,4.33
2013-05-26 - 2019-02-24,2014-07-19,,4.33
2013-05-26 - 2019-02-24,2014-07-20,,4.33
2013-05-26 - 2019-02-24,2014-07-21,,4.34
2013-05-26 - 2019-02-24,2014-07-22,,4.34
2013-05-26 - 2019-02-24,2014-07-23,,4.34
2013-05-26 - 2019-02-24,2014-07-24,,4.34
2013-05-26 - 2019-02-24,2014-07-25,,4.32
2013-05-26 - 2019-02-24,2014-07-26,,4.32
2013-05-26 - 2019-02-24,2014-07-27,,4.32
2013-05-26 - 2019-02-24,2014-07-28,,4.32
2013-05-26 - 2019-02-24,2014-07-29,,4.32
2013-05-26 - 2019-02-24,2014-07-30,,4.31
2013-05-26 - 2019-02-24,2014-07-31,,4.31
2013-05-26 - 2019-02-24,2014-08-01,,4.31
2013-05-26 - 2019-02-24,2014-08-02,,4.31
2013-05-26 - 2019-02-24,2014-08-03,,4.31
2013-05-26 - 2019-02-24,2014-08-04,,4.31
2013-05-26 - 2019-02-24,2014-08-05,,4.31
2013-05-26 - 2019-02-24,2014-08-06,,4.31
2013-05-26 - 2019-02-24,2014-08-07,,4.31
2013-05-26 - 2019-02-24,2014-08-08,,4.31
2013-05-26 - 2019-02-24,2014-08-09,,4.31
2013-05-26 - 2019-02-24,2014-08-10,,4.31
2013-05-26 - 2019-02-24,2014-08-11,,4.31
2013-05-26 - 2019-02-24,2014-08-12,,4.31
2013-05-26 - 2019-02-24,2014-08-13,,4.31
2013-05-26 - 2019-02-24,2014-08-14,,4.31
2013-05-26 - 2019-02-24,2014-08-15,,4.31
2013-05-26 - 2019-02-24,2014-08-16,,4.31
2013-05-26 - 2019-02-24,2014-08-17,,4.31
2013-05-26 - 2019-02-24,2014-08-18,,4.30
2013-05-26 - 2019-02-24,2014-08-19,,4.29
2013-05-26 - 2019-02-24,2014-08-20,,4.30
2013-05-26 - 2019-02-24,2014-08-21,,4.30
2013-05-26 - 2019-02-24,2014-08-22,,4.29
2013-05-26 - 2019-02-24,2014-08-23,,4.29
2013-05-26 - 2019-02-24,2014-08-24,,4.29
2013-05-26 - 2019-02-24,2014-08-25,,4.29
2013-05-26 - 2019-02-24,2014-08-26,,4.29
2013-05-26 - 2019-02-24,2014-08-27,,4.29
2013-05-26 - 2019-02-24,2014-08-28,,4.29
2013-05-26 - 2019-02-24,2014-08-29,,4.29
2013-05-26 - 2019-02-24,2014-08-30,,4.29
2013-05-26 - 2019-02-24,2014-08-31,,4.29
2013-05-26 - 2019-02-24,2014-09-01,,4.29
2013-05-26 - 2019-02-24,2014-09-02,,4.29
2013-05-26 - 2019-02-24,2014-09-03,,4.29
2013-05-26 - 2019-02-24,2014-09-04,,4.28
2013-05-26 - 2019-02-24,2014-09-05,,4.28
2013-05-26 - 2019-02-24,2014-09-06,,4.28
2013-05-26 - 2019-02-24,2014-09-07,,4.28
2013-05-26 - 2019-02-24,2014-09-08,,4.28
2013-05-26 - 2019-02-24,2014-09-09,,4.28
2013-05-26 - 2019-02-24,2014-09-10,,4.28
2013-05-26 - 2019-02-24,2014-09-11,,4.28
2013-05-26 - 2019-02-24,2014-09-12,,4.28
2013-05-26 - 2019-02-24,2014-09-13,,4.27
2013-05-26 - 2019-02-24,2014-09-14,,4.28
2013-05-26 - 2019-02-24,2014-09-15,,4.28
2013-05-26 - 2019-02-24,2014-09-16,,4.28
2013-05-26 - 2019-02-24,2014-09-17,,4.28
2013-05-26 - 2019-02-24,2014-09-18,,4.28
2013-05-26 - 2019-02-24,2014-09-19,,4.28
2013-05-26 - 2019-02-24,2014-09-20,,4.28
2013-05-26 - 2019-02-24,2014-09-21,,4.28
2013-05-26 - 2019-02-24,2014-09-22,,4.28
2013-05-26 - 2019-02-24,2014-09-23,,4.28
2013-05-26 - 2019-02-24,2014-09-24,,4.29
2013-05-26 - 2019-02-24,2014-09-25,,4.29
2013-05-26 - 2019-02-24,2014-09-26,,4.29
2013-05-26 - 2019-02-24,2014-09-27,,4.30
2013-05-26 - 2019-02-24,2014-09-28,,4.30
2013-05-26 - 2019-02-24,2014-09-29,,4.30
2013-05-26 - 2019-02-24,2014-09-30,,4.28
2013-05-26 - 2019-02-24,2014-10-01,,4.28
